case_id,arm,recurrence_depth,input_sha256,normalized_request_sha256,output_contract_sha256,oracle_candidate_sha256,oracle_proposal_bytes,wire_bytes
occurrence-t02-d3,neutral_patch,3,5b235334a3d87571edabdf61216185faf98ece1daa2284043eb20b6c27476108,c609e81f1bd9cd284b7dd7a9941036d01a7d7dcbf36316551a0519e316dd44f3,611fcc351095c2a2cdd487519fb4595d38c7276ebf7d9cf5b69bfc8e247dee64,a6bb10ab90da28863bb2bdbf4d65a70e190e58e739b64da8f45aaf4d422bdab5,1711,8216
occurrence-t02-d3,governed_delta,3,5b235334a3d87571edabdf61216185faf98ece1daa2284043eb20b6c27476108,c609e81f1bd9cd284b7dd7a9941036d01a7d7dcbf36316551a0519e316dd44f3,af9597298e0b4df308ff2c320d0385f19ed1154ae2cf2426c1decc0276abaf6b,a6bb10ab90da28863bb2bdbf4d65a70e190e58e739b64da8f45aaf4d422bdab5,1962,8222
occurrence-t02-d3,fsr_pc,3,5b235334a3d87571edabdf61216185faf98ece1daa2284043eb20b6c27476108,c609e81f1bd9cd284b7dd7a9941036d01a7d7dcbf36316551a0519e316dd44f3,d187dc50c24becc7126aea356421a76c4e806488d3b58b290838eb1c428da387,a6bb10ab90da28863bb2bdbf4d65a70e190e58e739b64da8f45aaf4d422bdab5,4838,8015
occurrence-t02-d3,full_replan,3,5b235334a3d87571edabdf61216185faf98ece1daa2284043eb20b6c27476108,c609e81f1bd9cd284b7dd7a9941036d01a7d7dcbf36316551a0519e316dd44f3,059327311d8696f1b4a74a87457b9eb6343d487d40fa14fa1d452955721428c8,a6bb10ab90da28863bb2bdbf4d65a70e190e58e739b64da8f45aaf4d422bdab5,589,8074
occurrence-t02-d4,neutral_patch,4,925ba93fd80b713659d5572f6d95015acb2027996fb1dc6012fd437a991fb5e2,12a14e1ac7849b07dcc960b19302a004793ffbacf7b149eae9f084301e12eb2c,611fcc351095c2a2cdd487519fb4595d38c7276ebf7d9cf5b69bfc8e247dee64,704bef466928e71bb185edc1eb91eed8a9e6e90fb92997fba15a374b8e341906,1711,9350
occurrence-t02-d4,governed_delta,4,925ba93fd80b713659d5572f6d95015acb2027996fb1dc6012fd437a991fb5e2,12a14e1ac7849b07dcc960b19302a004793ffbacf7b149eae9f084301e12eb2c,af9597298e0b4df308ff2c320d0385f19ed1154ae2cf2426c1decc0276abaf6b,704bef466928e71bb185edc1eb91eed8a9e6e90fb92997fba15a374b8e341906,1962,9356
occurrence-t02-d4,fsr_pc,4,925ba93fd80b713659d5572f6d95015acb2027996fb1dc6012fd437a991fb5e2,12a14e1ac7849b07dcc960b19302a004793ffbacf7b149eae9f084301e12eb2c,d187dc50c24becc7126aea356421a76c4e806488d3b58b290838eb1c428da387,704bef466928e71bb185edc1eb91eed8a9e6e90fb92997fba15a374b8e341906,5864,9149
occurrence-t02-d4,full_replan,4,925ba93fd80b713659d5572f6d95015acb2027996fb1dc6012fd437a991fb5e2,12a14e1ac7849b07dcc960b19302a004793ffbacf7b149eae9f084301e12eb2c,059327311d8696f1b4a74a87457b9eb6343d487d40fa14fa1d452955721428c8,704bef466928e71bb185edc1eb91eed8a9e6e90fb92997fba15a374b8e341906,678,9208
occurrence-t02-d4,cope,4,925ba93fd80b713659d5572f6d95015acb2027996fb1dc6012fd437a991fb5e2,12a14e1ac7849b07dcc960b19302a004793ffbacf7b149eae9f084301e12eb2c,673f4a2728cc9a77fc8f19cc098ee2b8866306530f1e889827759a7eaf5c949b,704bef466928e71bb185edc1eb91eed8a9e6e90fb92997fba15a374b8e341906,271,9287
occurrence-t03-d1,governed_delta,1,88c76124fa26b6c1ca68a3c9198e3347794023236be85d977da7a387a7f1625b,e93aef135a500be2727743f00e3ff9039bd0b66e7b8b82904fcb0e0cc5b80145,af9597298e0b4df308ff2c320d0385f19ed1154ae2cf2426c1decc0276abaf6b,95c201f6c8e91124043fa2b360eba3106ca1191a4f3900cee65d0f28dc1ee7b6,1959,5979
